Roof_Stress,Displacement,Vibration,Status
144.58043096425178,1.561434300641233,0.6953204458866663,0
155.53247607565064,1.5737527541124245,1.2317355541031927,0
142.77020802884172,1.1982133887802908,0.7749093791858549,0
151.93262310407073,1.4963706719542136,1.3894389679160892,0
147.92536432108906,1.6997862939782509,1.2876384958223295,0
163.2020187039325,1.4405291375375355,1.1201122260399285,0
152.54847649884502,1.5499060918370482,0.6455347369953925,0
146.46767227578675,1.4158895181606652,1.1389452884980975,0
145.58189543809075,1.630630623033749,1.7230133564797114,0
158.59567718353364,1.615861356133363,1.4300805081026435,0
151.20098957474656,1.6005552787571136,0.9829869664369109,0
158.0214286774066,1.5293420582105535,1.1815355124163625,0
156.65157678247272,1.523461287383562,0.597752716334424,0
152.0734169231402,1.4660824043290834,1.0056077649130903,0
152.2627603834894,1.4878136289947774,1.0131968822656316,0
150.1686305662789,1.7923015705401881,1.5621405385225213,0
151.25614876804565,1.3775840209384227,0.6871426422963163,0
146.08705363779333,1.4224376826569016,0.20025295375789454,0
148.49724448045524,1.530335185748092,0.5859590833877074,0
148.60622511116148,1.3519653894783505,1.0871403985802237,0
159.57209140367831,1.457537145719757,1.4781570576830978,0
157.19030515700737,1.6737518467209698,1.5682864553933118,0
153.16687879728045,1.5866147042259802,0.5519518163559178,0
153.4618162753935,2.022275247914575,1.431788759358078,0
156.4815791489887,1.948232464343693,1.2979548566344201,0
156.87196651585668,1.8054220243688879,1.1252999920728974,0
145.2094016261148,1.4640532667485366,0.8047452737151818,0
161.8215136366853,1.853529614693105,1.3250445622460183,0
147.29799437708962,1.2662511182353184,1.2118451753901605,0
154.4817833105298,1.77975034581499,1.2794872454001527,0
167.26441655383584,1.884402080196539,1.4387163686264697,0
162.44671138550544,1.5192318008215988,1.314745083701492,0
147.9642307143833,1.5043397554672544,1.1513125123376053,0
155.9496995488057,1.5816671660519184,0.9638543725440738,0
156.85755168626804,1.6814381628537969,1.2554133278817101,0
148.08955304260215,1.5315075695586533,1.6116090800047402,0
162.94161987366135,1.3710826506710094,1.5613211695465037,0
157.1323657501294,1.875179512919535,1.2203488118157206,0
148.8159800155952,1.6477664636120137,1.5014156886870607,0
157.07107150047253,1.8511796223524277,1.626154075452317,0
158.84501064840913,1.9115131571459332,0.8896782580023754,0
156.07559332121608,1.6427942286395225,0.721349696372193,0
159.67415777515802,1.5436925909274333,0.8960813138628518,0
157.21732877275832,1.6471803974290535,1.1967307020822815,0
156.74738659944495,1.72783643081221,1.3278991097808848,0
158.03381513572248,1.9050109153320842,1.3009743216446437,0
161.991034547173,1.590062708662001,1.6239039312287504,0
157.8386902267557,1.3359831542020655,0.8707623300538938,0
156.60848127327571,1.5704380563927252,1.3265962329945618,0
163.78533082995838,2.0674342694149708,1.4591296064007362,0
158.4692761700311,1.655637203850205,1.3867966644100196,0
168.52618613632825,1.4044262353137786,1.570325760057968,0
162.82896877572463,1.9017049089389506,1.2661101834874826,0
155.13651175069862,1.9572487732820825,1.5693143876131643,0
160.16557371218494,2.24458715665205,1.44162829073438,0
160.16029194409919,1.9025417393404238,1.030263969351947,0
160.64292293432842,2.159776844111214,1.217850328102084,0
159.63663106610906,1.963587633395746,1.752073694088923,0
160.4742514628204,1.8848648884728223,1.5052724243206055,0
162.9182114773472,1.4455206226301225,1.6237853306473184,0
157.32960315787278,1.7849445327753586,1.1207952553011538,0
159.01361472697397,2.0961736191943734,1.354720829484813,0
165.1506850395977,1.824783531561228,1.0609498395771468,0
156.31419144435662,1.6364884438769571,1.5622951944040095,0
165.3736151270012,2.0865576908029864,1.290889541348994,0
177.36528571734812,2.085241871101866,1.5787604810293308,0
162.07886698768567,2.25409630451527,1.6190892468184455,0
165.36592685415914,2.044054380262601,1.5391176872683474,0
166.3574638234214,2.1384133043480085,1.4498459032761013,0
166.26604415841382,1.9250654047349085,1.414980642830377,0
173.585174232087,1.890859653443127,1.10173676042144,0
161.9416107949295,1.9822694641626961,1.237697549545748,0
159.51741434704388,1.8379279606447847,1.4585187279101934,0
165.11107676817173,1.7947513625088687,1.7648391296475334,0
159.22078156428663,1.6461387686309488,1.1518731165020226,0
165.22139608918818,1.9783695669903856,1.3793687732630777,0
159.35075979816133,1.94220970651046,1.5385022609856804,0
165.28274027663434,1.9747717808745007,0.9338719138606779,0
179.39800890258687,2.2124365250359825,1.2719113039578973,0
166.61713383220848,1.7776664208269808,1.1375482436888904,0
164.68520325829917,1.9758059718312972,1.4964101353948358,0
163.28401659120334,2.064985919608461,1.669833516109515,0
180.91912304805706,1.9385243557349798,1.6596413609847378,0
169.71972879964142,1.8232518370721924,1.3444879917663,0
163.18913884846552,2.1330489094196694,1.964567059315466,0
171.742004916035,2.4278499977330843,1.3314423698617566,0
171.73843793015337,1.9315431740290276,1.1649469894646827,0
173.2202759680694,2.0140749954801263,1.80586182034857,0
172.73859344123701,2.2736860762496556,1.19205593281888,0
165.73707470029663,1.688684062234025,1.480038360092482,0
165.9981648277466,2.3531775251508797,1.4781561040597369,0
165.19986109130787,1.9588175160397365,1.0836440552720996,0
164.35058424973155,2.0709621844920534,1.196787141899003,0
172.28631231118274,1.755578587022211,1.866902117557446,0
167.42406416389565,2.2096488395247653,1.668517314968796,0
168.34349348321763,2.1391502988307827,1.5844060138856542,0
176.13131676981737,1.9888553414972305,1.5265418444082468,0
161.2453875253449,2.046716968799897,1.3702498860587005,0
169.0811678679181,2.642441693543354,1.032559968708111,0
170.6343812309407,2.248324038934627,1.5856857468256695,0
184.10844141948652,1.8156389023122146,1.4577297926070658,0
169.3911133270762,2.089870583713574,2.018996130409981,0
164.69564686451034,1.9706567560827606,1.973018245778309,0
177.5111891634062,2.5872365011607465,1.4553750174160653,0
156.48514340094238,2.2406938320340912,2.1022519585369057,0
170.27348004271983,2.4028360959917086,1.7839564307672218,0
178.24606797998345,1.9449320443067784,1.697747663421573,0
168.85245271798095,1.8779535998421413,1.494917196079766,0
182.39885818928528,2.112119124257506,1.4309234464695937,0
168.44970964846476,2.1891674110998696,1.4598456328287528,0
174.82097845534975,2.3223730209198923,1.6983384038005775,0
170.07001894960143,2.378967741216872,1.4555153710487907,0
162.89636466672644,2.0186147886041588,1.3662945807926694,0
177.6819767632546,2.3154741558221104,1.4163250138133545,0
171.93018772553253,2.2222542516390837,1.84129252147736,0
176.3217468326952,2.177435095302246,1.9189070429189636,0
172.94761800385416,1.8968327326254135,2.213533990349416,0
175.89760036628215,2.1694546441067013,1.5106761451313888,0
185.71359816200078,1.9871563968635213,2.4056823312058673,0
173.55353372760877,2.545557483564952,1.692430070065257,0
173.86439933594414,2.5194201092096042,1.7850856448943322,0
173.4288399911625,2.5221655608108926,1.9358788059093175,0
176.23319539189728,2.5282180595240886,1.661736966893257,0
172.52719422560935,2.291840365512297,1.3528299793265488,0
176.21608508255605,2.332502834988053,1.8247891426416114,0
180.4493426264291,2.6213178247087074,1.5053307322274543,0
175.35526532011244,2.497070759237093,2.3212175736447875,0
168.8074245517762,2.249836836430569,1.704129504783658,0
173.6804462773036,2.564299925309598,1.8359000877310307,0
166.46703950854888,2.765814846869227,1.5775723307789011,0
182.7569446324602,2.4538837198642773,2.5251693268016906,0
173.7213629834791,2.558226080382388,1.7995933067332415,0
173.9610672943043,2.6516439725660357,1.6904461484928663,0
175.0517260407641,1.9034667530949334,1.166367775013739,0
169.02244082651902,2.4198817179520575,2.0493884026577724,0
174.89123618618956,2.374875239876118,1.8821790091912929,0
171.30926677248584,2.5337370244087234,1.640244883486179,0
177.41803740399988,2.2475177799891313,1.9340198459458346,0
177.1848248916399,2.672456362074253,1.8637626638810714,0
179.16377329707865,2.189927031357346,1.3062096139864976,0
168.64304632098955,2.3704828945591263,2.3237083676384773,0
185.17999985952207,2.1905608643514953,1.483866939516397,0
182.5573753919878,2.606372476060891,1.4579225318196354,0
188.21259362232377,2.7578605606226323,1.5394156964224381,0
181.52373535796397,2.43340546615205,2.1066701803395236,0
176.90031606145186,2.4340311949880187,1.8935091625387244,0
184.03571073225766,2.5182930816667515,1.74697797031118,0
179.55519166164484,2.4946751441120103,2.368298265839896,0
175.6988084914642,2.5755757285341256,1.3867172962338685,0
177.459860533001,2.7076962304831884,1.994308173276667,0
189.00970182511122,2.6559230720059,2.2700552831258314,0
183.9582892539346,2.65502059372388,1.8803704864188873,0
190.19323417259412,2.4953519927990495,1.826680091611652,0
183.29474894894247,2.477279139924342,1.4998387642535138,0
185.65335291394234,2.810082484639399,2.3746119232202103,0
187.6519614961382,2.7255137400102245,1.811663698850866,0
179.90316725676345,2.569932980173906,2.197474130608882,0
174.4369106460487,2.617809068585465,1.9756886963307776,0
175.83405910574635,2.826657192436019,2.0671788498982706,0
180.20716900997337,2.2326827139208305,1.9417328627288195,0
183.76800869475107,3.1918271842513293,2.2232371059499556,0
191.06380060207366,2.55893735408032,1.9066302282191105,0
175.4923341126351,2.513429231437844,1.8396870585739322,0
175.67798171722382,2.63810588279484,1.8924426626042952,0
183.68681192414434,2.6906473983355297,2.303082225165314,0
176.8541020771138,2.5744795687278366,2.171540525991005,0
179.34516571659975,2.393367135472247,1.5736099645853232,0
180.3021959437085,2.9973490670818657,1.729715254057247,0
177.21583469593716,2.660737827099259,2.086471238741732,0
189.03376258117473,2.5966227377396605,1.8985830658277802,0
181.22086011493906,2.908270127314479,2.158678914608532,0
185.22499428221846,2.5428396925699492,2.0472844599180364,0
184.45650200081914,2.760107442694211,1.7360936257469242,0
190.2643369312829,2.9575724384315834,2.3220584010305116,0
189.67612580319184,2.493326771435985,1.8144011465095409,0
192.6676912533117,2.5955674883277102,2.1313190115358798,0
180.4813886420511,2.4180108167303103,1.8339255227731175,0
177.50311466107908,2.6193083703444686,2.495715340735006,0
181.29967310169027,2.97265911312652,2.3554936100407433,0
187.1392422455758,2.835669373084813,1.6445917910548138,0
184.7840792977553,2.572125700473814,2.037987554805785,0
185.09832125709002,2.8804855436502828,2.497267006112566,0
182.50609597230607,3.025989042944993,2.5587679745774112,0
189.33905099953705,2.3462025192137466,2.191244998820901,0
184.89285200578567,2.94973750983299,2.120495368684922,0
186.0356420441444,2.9479560184637825,2.0727382683334077,0
185.19777195243682,2.8139181687807935,2.0072844293202348,0
187.61289736799299,2.6339714158876766,2.119085846527463,0
181.90832827989507,2.8798329297222325,2.113789081536105,0
194.3776290939034,2.9472159700811686,2.0593814050860684,0
192.48696881340751,2.7205404194377265,2.6381174191660137,0
193.4788945864362,2.907316728726502,1.4321190070677652,0
182.10609523900166,2.618592845841277,2.5414627612219536,0
189.39811483662183,3.2822120563641306,2.336063191271747,0
188.77227737258798,2.558758528212338,2.35499181157402,0
175.7910589861134,2.788925251989428,2.2342719951312486,0
192.27173571028155,2.740435154564441,2.310832678715649,0
184.33453547318763,2.770100855854404,1.960885374237719,0
184.725576734878,3.129970574289698,1.7930026941000907,0
190.33275573785957,3.097163114319426,2.169064586341121,0
199.9280482827522,2.8648704894855186,2.11344815553675,0
186.55332515245425,2.594432115960786,3.0971231662073313,0
193.97547429093768,3.1239740393391635,2.041667107050847,0
180.87047765865398,2.837167036621075,2.357586971469844,0
196.22132402073208,2.8272130818918986,2.4716796987366156,0
189.2935387080135,2.9917879834638343,1.8974015062988367,0
189.39495731093663,3.1272576045506373,2.344771879257439,0
185.4205633547836,2.9237994291071603,1.9743568895820056,0
189.31214499789377,2.7152508340859116,2.262838022876048,0
190.15264436753486,2.639512192392037,2.6521698946043206,0
185.05936538452895,2.7405072108169004,2.6118681161937456,0
198.6345039098763,2.906489705564213,2.183961357298442,0
189.88878989028876,2.88441708210987,1.8271687974514785,0
191.0888947049229,3.2267441576719738,2.241377264397174,0
192.950397498327,2.9358376523060095,2.083737942187449,0
198.04437933272706,3.0768106750450284,2.693647797211331,0
186.53384948739574,3.3561226465214373,2.373727694413705,0
196.52922857179405,3.1202722251099355,2.6012457841650827,0
191.53264267390384,3.1531223007795397,2.2748859065679485,0
194.0590394502218,3.2855128709152424,2.1975386641645196,0
194.78481881848467,2.95344797773042,2.22699585083038,0
202.18320189121687,2.937956959727839,1.9635552194419112,0
195.04593028310762,3.1073810123389642,2.1603807217173063,0
189.072364401238,2.976608472159669,2.6311323013540173,0
192.06953980787594,3.0278568459745343,1.6942953682769935,0
203.05304337294757,2.7879933206094836,2.46226124425304,0
190.6863187734365,2.7918527649939056,2.2203993555167556,0
193.49218010695566,3.2086193378619097,2.2478233177847224,0
197.54743911440957,3.126056695990386,2.057011411257864,0
199.25530650606348,2.9787343817398115,2.8628423804877503,0
191.0654203776305,2.758276689108947,1.997579871851679,0
200.95988138595945,3.14019480725281,2.7098059028960675,0
197.64771282852263,3.2739271337135456,2.3017071542704453,0
191.8825987305605,3.2661867523977715,2.5249955209912005,0
197.3907570431,3.27848032425048,2.1243318109321208,0
191.9130916186299,3.4297437829166793,2.279341788728424,0
203.13927333850157,3.5055208403116493,2.349760761593311,0
207.11171581853569,2.7610508874813044,2.202259956295268,0
201.31491107508435,3.358817215893078,2.9024465802528554,0
188.6284100910974,3.0180073467550876,2.270599458412592,0
