Roof_Stress,Displacement,Vibration,Status
53.86301194918863,0.10428690912556182,0.147886998493104,1
50.0561432967843,0.06907046419875601,0.2461759808017297,1
45.388235361629576,0.12243836516070879,0.19413799203665835,1
48.932667694823486,0.11397328955933832,0.2504512196327345,1
48.289724303937696,0.06022491635646468,0.17768126533186124,1
49.20301389787511,0.10939811373694969,0.11460681863037948,1
54.349261869067924,0.08107296417520418,0.1417137140924708,1
52.489586134773674,0.12570236136689797,0.1474041717579838,1
49.641594515117845,0.1528479565740854,0.15750078782821644,1
48.625323621748976,0.10533079519594586,0.16709506009816735,1
49.068071607687195,0.14586576481977348,0.2378503937383007,1
48.61009690170305,0.07387115168964455,0.18591658761321608,1
49.97959909083855,0.06876010819775027,0.2437625559976027,1
50.581544744524,0.12569589554140848,0.19980251216942083,1
52.98978663124805,0.13777402473098574,0.1616066109310466,1
48.84098421959648,0.12990506946166946,0.3002468859682469,1
54.09985810572257,0.07044933712932724,0.2938296621616855,1
48.509118095184355,0.10037714678461765,0.17647757583727597,1
51.52468868911567,0.1150275609741892,0.1625328599516815,1
53.14199778190677,0.10174243493181721,0.28288419283821575,1
48.24780663268142,0.13449403864678997,0.08215779221697297,1
48.39274057464891,0.12817006036729137,0.3140713079481851,1
52.188667588962666,0.13438002462465864,0.13886141217795478,1
50.993449899582686,0.07807223297581709,0.26098220159963154,1
48.18033233181113,0.0966852731664614,0.1508207426489166,1
46.899362360234676,0.09618030394287191,0.20170038919063116,1
47.95406525209553,0.08867916864502032,0.1669345642855196,1
54.0901438701422,0.10149975928059846,0.2426819516367798,1
49.62903287869583,0.10673135700194387,0.28896106784407166,1
46.92103144303802,0.11475364065691314,0.27799591139812657,1
44.30891910600269,0.08302093757971543,0.18626838609607435,1
51.51488892672645,0.08389123835046788,0.21377938790935272,1
51.61362272903272,0.10271608698975232,0.13624428560559917,1
55.26398596934307,0.09715054694738329,0.20954026237183743,1
50.48055844446797,0.10444298990314611,0.12988024357978678,1
50.858135137227485,0.10497922050921708,0.21321672625563062,1
